AddressLine,Suburb,PostCode,PropertyType,BuildingSize,EER,BedRooms,Bathroosm,Parking,BlockSize,AgencyName,ListingDate,ContractDate,TransferDate,Purpose,UV_Value,TranserAmount
6 Begonia Place,Crestwood,2620,HOUSE,,0,3,2,1,790.0,Carter and Co Agents,2023-02-15T00:00:00,2023-04-05T00:00:00,,,,
20 Southwell Place,Karabar,2620,HOUSE,,,3,1,2,651.0,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2022-10-20T00:00:00,2023-04-05T00:00:00,,,,
43 Pindari Crescent,Karabar,2620,N/A,N/A,N/A,N/A,N/A,N/A,986.0,N/A,,2023-02-22T00:00:00,2023-04-05,RESIDENCE,,1120000.0
43 Stringybark Drive,Jerrabomberra,2619,HOUSE,,,4,2,3,615.0,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2022-12-01T00:00:00,2023-04-05T00:00:00,,,,910000.0
52 Pannamena Crescent,Jerrabomberra,2619,HOUSE,302,,4,2,2,554.0,LJ Hooker Canberra City,2022-11-18T00:00:00,2023-04-05T00:00:00,,,,1100000.0
2/4 Brudenell Drive,Jerrabomberra,2619,TOWNHOUSE,,,3,2,2,,Luton Properties Manuka,2023-03-15T00:00:00,2023-04-05T00:00:00,,,,
230 Gorman Drive,Googong,2620,TOWNHOUSE,,,3,2,2,249.0,Solely Properties,2022-10-18T00:00:00,2023-03-06T00:00:00,2023-04-05,RESIDENCE,,750000.0
171 Gorman Drive,Googong,2620,N/A,N/A,N/A,N/A,N/A,N/A,170.0,N/A,,,2023-04-05,,,0.0
24 Morella Avenue,Jerrabomberra,2619,HOUSE,,,4,3,2,942.0,Blackshaw Queanbeyan & Jerrabomberra,2023-01-23T00:00:00,2023-03-08T00:00:00,2023-04-05,RESIDENCE,,1085500.0
49 Antill Street,Queanbeyan,2620,HOUSE,,,3,1,2,,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2023-03-15T00:00:00,2023-04-05T00:00:00,,,,710000.0
11/3 Broughton Place,Queanbeyan,2620,TOWNHOUSE,120,,1,1,1,,LJ Hooker Queanbeyan-Jerrabomberra-Googong,2023-03-01T00:00:00,2023-04-04T00:00:00,,,,416000.0
5 Brereton Street,Queanbeyan West,2620,N/A,N/A,N/A,N/A,N/A,N/A,708.0,N/A,,2023-03-07T00:00:00,2023-04-04,RESIDENCE,,710000.0
1/70 Brudenell Drive,Jerrabomberra,2619,HOUSE,0,0,2,2,2,,Raine & Horne,2023-01-30T00:00:00,2023-04-03T00:00:00,,,,657000.0
9/36 Antill Street,Queanbeyan,2620,APARTMENT,77,,1,1,1,77.0,RE/MAX Capital,2022-11-29T00:00:00,2023-02-20T00:00:00,2023-04-03,RESIDENCE,,372000.0
13/43 Antill Street,Queanbeyan,2620,APARTMENT,0,,2,2,2,,Raine & Horne,2023-02-08T00:00:00,2023-03-08T00:00:00,2023-04-03,RESIDENCE,,565000.0
5 Glenrock Drive,Googong,2620,LAND,,,0,0,0,902.0,Googong Township Realty,2023-01-31T00:00:00,2023-04-03T00:00:00,,,,642000.0
47 Forest Drive,Jerrabomberra,2619,HOUSE,323,,4,2,3,951.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-10-31T00:00:00,2023-02-27T00:00:00,2023-04-03,RESIDENCE,,1325000.0
27 Saltbush Parade,Tralee,2620,N/A,N/A,N/A,N/A,N/A,N/A,171.0,N/A,,2021-05-13T00:00:00,2023-04-03,RESIDENCE,,588000.0
14 Warner Street,Googong,2620,LAND,244,6,4,2,2,443.0,Carter and Co Agents,2023-01-25T00:00:00,2023-03-03T00:00:00,2023-04-03,RESIDENCE,,960000.0
14/12 Federal Avenue,Crestwood,2620,UNIT,0,,2,1,1,,Ray White Queanbeyan/Jerrabomberra,2023-01-19T00:00:00,2023-03-03T00:00:00,2023-04-03,RESIDENCE,,350000.0
8 Kate Street,Googong,2620,HOUSE,180,,3,2,2,515.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2023-02-07T00:00:00,2023-03-28T00:00:00,2023-04-03,RESIDENCE,,960000.0
29 Stuart Street,Crestwood,2620,N/A,N/A,N/A,N/A,N/A,N/A,687.0,N/A,,2023-03-03T00:00:00,2023-04-03,RESIDENCE,,680000.0
1 Crest Road,Crestwood,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2023-04-01T11:00:00,,,,685000.0
18 Hakea Street,Karabar,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2023-04-01T11:00:00,,,,815000.0
6/7 O'Neill Street,Queanbeyan East,2620,UNIT,98,,2,2,2,,Hayman Partners,2023-03-09T00:00:00,2023-04-01T00:00:00,,,,610000.0
27 Lambrigg Road,Googong,2620,LAND,,,0,0,0,332.0,LJ Hooker Queanbeyan-Jerrabomberra-Googong,2022-11-10T00:00:00,2023-03-29T00:00:00,2023-03-31,VACANT LAND,,380000.0
5 Tennyson Drive,Queanbeyan East,2620,HOUSE,,,3,2,2,529.0,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2022-10-12T00:00:00,2023-03-01T00:00:00,2023-03-31,RESIDENCE,,795000.0
7 Wood Avenue,Queanbeyan,2620,N/A,N/A,N/A,N/A,N/A,N/A,661.0,N/A,,2023-03-21T00:00:00,2023-03-31,RESIDENCE,,123750.0
5/55 Thurralilly Street,Queanbeyan East,2620,N/A,N/A,N/A,N/A,N/A,N/A,131.0,N/A,,2023-01-13T00:00:00,2023-03-31,COMMERCIAL,,380000.0
47 Hellmund Street,Queanbeyan West,2620,N/A,N/A,N/A,N/A,N/A,N/A,665.0,N/A,,2023-02-18T00:00:00,2023-03-31,RESIDENCE,,710000.0
51 Beltana Avenue,Googong,2620,HOUSE,255,,4,2,2,447.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-10-10T00:00:00,2023-03-17T00:00:00,2023-03-31,RESIDENCE,,1010000.0
68 Crest Road,Crestwood,2620,HOUSE,0,,3,1,2,639.0,Ray White Queanbeyan/Jerrabomberra,2022-12-19T00:00:00,2023-03-31T00:00:00,,,,606500.0
9 Hopkins Street,Googong,2620,HOUSE,,,4,2,2,450.0,The Property Collective,2022-11-10T00:00:00,2023-03-10T00:00:00,2023-03-31,RESIDENCE,,905000.0
32 Daisy Loop,Googong,2620,HOUSE,224,,4,2,2,421.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-11-24T00:00:00,2023-03-08T00:00:00,2023-03-31,RESIDENCE,,920000.0
33 River Drive,Karabar,2620,HOUSE,,,4,2,2,815.0,Brady's Real Estate ,2023-02-06T00:00:00,2023-03-03T00:00:00,2023-03-31,RESIDENCE,,877500.0
15 Jasmine Gardens,Jerrabomberra,2619,HOUSE,,,4,2,2,1076.0,Blewitt Properties,2023-02-08T00:00:00,2023-03-20T00:00:00,2023-03-31,RESIDENCE,,1150000.0
2/85 Derrima Road,Crestwood,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2023-03-03T00:00:00,2023-03-31,RESIDENCE,,317000.0
5 Hopkins Street,Googong,2620,N/A,N/A,N/A,N/A,N/A,N/A,337.0,N/A,,2023-02-10T00:00:00,2023-03-31,RESIDENCE,,1.0
1 Bruce Street,Queanbeyan,2620,HOUSE,,,3,2,1,556.0,Belle Property Queanbeyan,2023-01-30T00:00:00,2023-03-31T00:00:00,,,,
23 McGowan Crescent,Googong,2620,HOUSE,153,,3,2,2,350.0,Raine & Horne,2022-12-01T00:00:00,2023-03-31T00:00:00,,,,
17 Percival Road,Googong,2620,HOUSE,167,0,3,1,3,588.0,home.byholly,2022-11-15T00:00:00,2023-01-19T00:00:00,2023-03-30,RESIDENCE,,992500.0
21 Kathleen Street,Queanbeyan,2620,HOUSE,,,4,2,2,626.0,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2022-09-13T00:00:00,2023-03-30T00:00:00,,,,1000000.0
23 Lakeview Gardens,Jerrabomberra,2619,HOUSE,293,,3,2,2,1037.0,Belle Property Queanbeyan,2022-11-17T00:00:00,2023-03-30T00:00:00,,,,
8 Horton Street,Googong,2620,LAND,,,0,0,0,538.0,Raine & Horne,2022-07-26T00:00:00,2023-02-28T00:00:00,2023-03-30,RESIDENCE,,485000.0
47 Brudenell Drive,Jerrabomberra,2619,HOUSE,,,3,2,2,742.0,Luton Properties Manuka,2023-03-02T00:00:00,2023-03-30T00:00:00,,,,900000.0
66 Henderson Road,Crestwood,2620,HOUSE,0,,4,2,4,668.0,Canberry Properties,2022-11-23T00:00:00,2023-02-27T00:00:00,2023-03-30,RESIDENCE,,695000.0
30 Kinlyside Avenue,Jerrabomberra,2619,HOUSE,,,4,2,2,800.0,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2023-01-24T00:00:00,2023-01-31T00:00:00,2023-03-30,RESIDENCE,,980000.0
13 Violet Terrace,Tralee,2620,N/A,N/A,N/A,N/A,N/A,N/A,299.0,N/A,,2022-02-07T00:00:00,2023-03-30,RESIDENCE,,662900.0
29 Rogers Road,Googong,2620,HOUSE,,,3,2,2,345.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2023-02-09T00:00:00,2023-03-17T00:00:00,2023-03-30,RESIDENCE,,790000.0
3/4 Kenny Place,Karabar,2620,TOWNHOUSE,0,,3,3,2,284.0,Ray White Queanbeyan/Jerrabomberra,2023-03-01T00:00:00,2023-03-29T00:00:00,,,,745000.0
25 Violet Terrace,Tralee,2620,N/A,N/A,N/A,N/A,N/A,N/A,299.0,N/A,,2021-12-14T00:00:00,2023-03-29,RESIDENCE,,667900.0
21 Violet Terrace,Tralee,2620,N/A,N/A,N/A,N/A,N/A,N/A,332.0,N/A,,2021-11-23T00:00:00,2023-03-28,RESIDENCE,,675900.0
9/15 Charles Street,Queanbeyan,2620,TOWNHOUSE,284,,2,1,1,,LJ Hooker Queanbeyan-Jerrabomberra-Googong,2022-11-23T00:00:00,2023-02-14T00:00:00,2023-03-28,RESIDENCE,,520000.0
20 Balcombe Street,Jerrabomberra,2619,N/A,N/A,N/A,N/A,N/A,N/A,643.0,N/A,,,2023-03-28,,,0.0
5/18 Broughton Place,Queanbeyan,2620,UNIT,68,,2,1,1,,LJ Hooker Queanbeyan-Jerrabomberra-Googong,2022-12-08T00:00:00,2023-02-14T00:00:00,2023-03-28,RESIDENCE,,350000.0
27 Brereton Street,Queanbeyan West,2620,N/A,N/A,N/A,N/A,N/A,N/A,923.0,N/A,,2023-01-25T00:00:00,2023-03-27,RESIDENCE,,880000.0
24 Austin Grove,Googong,2620,LAND,,,0,0,0,480.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2023-01-27T00:00:00,2023-02-13T00:00:00,2023-03-27,VACANT LAND,,450000.0
24 Austin Grove,Googong,2620,N/A,N/A,N/A,N/A,N/A,N/A,480.0,N/A,,2021-08-31T00:00:00,2023-03-27,VACANT LAND,,382000.0
6 O'Hanlon Road,Queanbeyan,2620,HOUSE,124,,3,2,1,758.0,The Property Collective,2023-02-21T00:00:00,2023-03-25T00:00:00,,,,860000.0
10/1 Hakea Street,Karabar,2620,TOWNHOUSE,,,2,1,6,,Jonny Warren Properties,2023-03-02T00:00:00,2023-03-24T00:00:00,,,,
23 Violet Terrace,Tralee,2620,N/A,N/A,N/A,N/A,N/A,N/A,299.0,N/A,,2021-11-23T00:00:00,2023-03-24,RESIDENCE,,658900.0
12 Chimney Rise,Googong,2620,LAND,,,0,0,0,1000.0,LJ Hooker Queanbeyan-Jerrabomberra-Googong,2022-06-29T00:00:00,2023-03-24T00:00:00,,,,770000.0
2/25 Broughton Place,Queanbeyan,2620,TOWNHOUSE,,,2,1,1,,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2023-01-17T00:00:00,2023-03-24T00:00:00,,,,370000.0
15/6 High Street,Queanbeyan East,2620,N/A,N/A,N/A,N/A,N/A,N/A,92.0,N/A,,2023-02-21T00:00:00,2023-03-23,RESIDENCE,,380000.0
10/60 Jacaranda Drive,Jerrabomberra,2619,TOWNHOUSE,,,2,1,2,,Blewitt Properties,2023-01-18T00:00:00,2023-02-21T00:00:00,2023-03-23,RESIDENCE,,620000.0
11 Alice Street,Queanbeyan,2620,HOUSE,,,3,2,3,,The Property Collective,2023-02-22T00:00:00,2023-03-23T00:00:00,,,,1080000.0
41/4 Ross Road,Crestwood,2620,APARTMENT,,,2,2,2,,Fuse Property,2023-02-02T00:00:00,2023-03-23T00:00:00,,,,495000.0
19 Saltbush Parade,Tralee,2620,N/A,N/A,N/A,N/A,N/A,N/A,155.0,N/A,,2021-05-12T00:00:00,2023-03-22,VACANT LAND,,570000.0
22/10 Arthur Street,Crestwood,2620,UNIT,,,1,1,1,,My Morris,2022-11-24T00:00:00,2023-02-20T00:00:00,2023-03-22,RESIDENCE,,245000.0
1 Cane Place,Jerrabomberra,2619,N/A,N/A,N/A,N/A,N/A,N/A,811.0,N/A,,2023-03-17T00:00:00,2023-03-22,RESIDENCE,,1.0
19 Gilmore Place,Queanbeyan,2620,LAND,,,0,0,0,929.0,Ward Estate Agents,2022-10-13T00:00:00,2023-03-21T00:00:00,,,,1200000.0
36 Gilmore Place,Queanbeyan,2620,HOUSE,159,,4,2,2,816.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-11-22T00:00:00,2023-03-21T00:00:00,,,,815000.0
19 Gilmore Place,Queanbeyan West,2620,N/A,N/A,N/A,N/A,N/A,N/A,929.0,N/A,,2023-01-17T00:00:00,2023-03-21,VACANT LAND,,1200000.0
29 Saltbush Parade,Tralee,2620,N/A,N/A,N/A,N/A,N/A,N/A,277.0,N/A,,2021-05-13T00:00:00,2023-03-21,RESIDENCE,,630000.0
1/38 Isabella Street,Queanbeyan,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-02-17T00:00:00,2023-03-20,RESIDENCE,,205000.0
9 Rosewood Glen,Jerrabomberra,2619,HOUSE,,,3,2,2,452.0,Belle Property Queanbeyan,2023-01-23T00:00:00,2023-02-17T00:00:00,2023-03-20,RESIDENCE,,908000.0
2/13 Chardonay Place,Queanbeyan West,2620,DUPLEX,,,3,2,2,,LJ Hooker Queanbeyan-Jerrabomberra-Googong,2023-02-17T00:00:00,2023-02-16T00:00:00,2023-03-20,RESIDENCE,,610000.0
2/11 Yass Road,Queanbeyan East,2620,TOWNHOUSE,236,,3,2,2,,LJ Hooker Queanbeyan-Jerrabomberra-Googong,2023-01-24T00:00:00,2023-02-17T00:00:00,2023-03-20,RESIDENCE,,755000.0
26 Chimney Rise,Googong,2620,HOUSE,335,,5,2,2,1000.0,VERV Property,2022-11-02T00:00:00,2023-03-20T00:00:00,,,,1700000.0
23 Early Street,Crestwood,2620,N/A,N/A,N/A,N/A,N/A,N/A,721.0,N/A,,,2023-03-20,,,0.0
21 Koorong Place,Queanbeyan West,2620,HOUSE,186,,5,2,4,650.0,MARQ Property,2023-01-05T00:00:00,2023-02-04T00:00:00,2023-03-20,RESIDENCE,,847500.0
6 Mallee Crescent,Karabar,2620,N/A,N/A,N/A,N/A,N/A,N/A,601.0,N/A,,2023-02-06T00:00:00,2023-03-20,RESIDENCE,,690000.0
137 Ross Road,Crestwood,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2023-03-18T11:00:00,,,,770000.0
5 Pine Place,Karabar,2620,HOUSE,193,,4,2,2,856.0,Blackshaw Queanbeyan & Jerrabomberra,2023-02-16T00:00:00,2023-03-18T00:00:00,,,,
223 Little Burra Road,Burra,2620,HOUSE,,,4,1,2,161900.0,Belle Property Canberra,2023-01-20T00:00:00,2023-01-18T00:00:00,2023-03-17,RESIDENCE,,1000000.0
93 Edward Drive,Googong,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-11-30T00:00:00,2023-03-17,VACANT LAND,,465000.0
137 Ross Road,Queanbeyan,2620,HOUSE,100,,3,1,1,626.0,The Property Collective,2023-02-14T00:00:00,2023-03-17T00:00:00,,,,770000.0
27 Leon Street,Googong,2620,HOUSE,320,,4,2,2,700.0,Belle Property Queanbeyan,2023-01-18T00:00:00,2023-02-15T00:00:00,2023-03-16,RESIDENCE,,1280000.0
55/39-43 Crawford Street,Queanbeyan,2620,APARTMENT,,,2,2,1,,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2023-01-11T00:00:00,2023-02-02T00:00:00,2023-03-16,RESIDENCE,,465000.0
11 Violet Terrace,Tralee,2620,N/A,N/A,N/A,N/A,N/A,N/A,299.0,N/A,,2021-11-22T00:00:00,2023-03-16,RESIDENCE,,669900.0
2/49 Helen Circuit,Googong,2620,HOUSE,61,,1,1,2,192.0,VERV Property,2023-03-02T00:00:00,2023-03-16T00:00:00,,,,475000.0
29/86 Derrima Road,Queanbeyan,2620,UNIT,,,2,1,1,,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2022-12-20T00:00:00,2023-03-16T00:00:00,,,,320000.0
19 Violet Terrace,Tralee,2620,N/A,N/A,N/A,N/A,N/A,N/A,299.0,N/A,,2021-11-18T00:00:00,2023-03-16,RESIDENCE,,667900.0
16 Myrtle Close,Jerrabomberra,2619,N/A,N/A,N/A,N/A,N/A,N/A,982.0,N/A,,2023-02-02T00:00:00,2023-03-15,RESIDENCE,,1825000.0
31 Macadamia Close,Jerrabomberra,2619,HOUSE,192,,3,2,2,631.0,Ray White Canberra ,2023-01-09T00:00:00,2023-02-04T00:00:00,2023-03-15,RESIDENCE,,860000.0
17 Saltbush Parade,Tralee,2620,N/A,N/A,N/A,N/A,N/A,N/A,177.0,N/A,,2021-07-14T00:00:00,2023-03-15,RESIDENCE,,590000.0
18 Waterloo Street,Queanbeyan East,2620,N/A,N/A,N/A,N/A,N/A,N/A,765.0,N/A,,2022-11-09T00:00:00,2023-03-14,RESIDENCE,,750000.0
1/6 Delmar Crescent,Karabar,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2023-02-14T00:00:00,2023-03-14,RESIDENCE,,780000.0
6 Tennyson Drive,Queanbeyan East,2620,N/A,N/A,N/A,N/A,N/A,N/A,562.0,N/A,,2023-02-10T00:00:00,2023-03-14,RESIDENCE,,855000.0
2 Binaburra Place,Karabar,2620,HOUSE,262,,4,2,2,727.0,Luton Properties Tuggeranong,2022-11-10T00:00:00,2023-01-25T00:00:00,2023-03-14,RESIDENCE,,1010000.0
20 Rosa Street,Googong,2620,HOUSE,145,6,3,2,2,412.0,Belle Property Canberra,2023-02-28T00:00:00,2023-03-14T00:00:00,,,,920000.0
15/41 Carinya Street,Queanbeyan,2620,TOWNHOUSE,,,3,2,2,,Jonny Warren Properties,2023-01-09T00:00:00,2023-03-14T00:00:00,,,,600000.0
66 Cooma Street,Karabar,2620,N/A,N/A,N/A,N/A,N/A,N/A,601.0,N/A,,2023-02-09T00:00:00,2023-03-14,RESIDENCE,,760000.0
14/56 Henderson Road,Crestwood,2620,APARTMENT,,,2,1,1,,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2023-02-16T00:00:00,2023-03-13T00:00:00,,,,245000.0
3/15 Yass Road,Queanbeyan East,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2023-02-09T00:00:00,2023-03-13,RESIDENCE,,345000.0
19 Dolly Street,Googong,2620,N/A,N/A,N/A,N/A,N/A,N/A,558.0,N/A,,2023-02-11T00:00:00,2023-03-13,RESIDENCE,,1020000.0
24 Kinsella Street,Karabar,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2023-03-11T11:00:00,,,,845000.0
50 Severne Street,Greenleigh,2620,HOUSE,,,5,3,2,24950.0,Belle Property Queanbeyan,2022-12-01T00:00:00,2023-02-10T00:00:00,2023-03-10,RESIDENCE,,1248000.0
6/6 Mowatt Street,Queanbeyan East,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2023-02-09T00:00:00,2023-03-10,RESIDENCE,,591500.0
1/76 Bayldon Road,Queanbeyan West,2620,WAREHOUSE,,,0,2,0,747.0,LJ Hooker Queanbeyan-Jerrabomberra-Googong,2022-12-20T00:00:00,2023-01-30T00:00:00,2023-03-10,COMMERCIAL,,880000.0
3/120 Henderson Road,Queanbeyan,2620,UNIT,,,2,1,1,,The Property Collective,2022-07-04T00:00:00,2023-03-10T00:00:00,,,,320000.0
3/30 Donald Road,Queanbeyan,2620,VILLA,72,,2,1,1,,LJ Hooker Queanbeyan-Jerrabomberra-Googong,2023-01-25T00:00:00,2023-02-10T00:00:00,2023-03-10,RESIDENCE,,436000.0
39 Scott Street,Burra,2620,LAND,,,0,0,0,26430.0,Belle Property Canberra,2023-01-11T00:00:00,2023-02-08T00:00:00,2023-03-10,VACANT LAND,,600000.0
11 Courtney Street,Googong,2620,N/A,N/A,N/A,N/A,N/A,N/A,449.0,N/A,,,2023-03-10,,,0.0
15 Violet Terrace,Tralee,2620,N/A,N/A,N/A,N/A,N/A,N/A,299.0,N/A,,2021-11-05T00:00:00,2023-03-10,VACANT LAND,,654900.0
2/39 Ross Road,Crestwood,2620,TOWNHOUSE,134,,3,1,2,134.0,LJ Hooker Queanbeyan-Jerrabomberra-Googong,2022-12-05T00:00:00,2023-01-27T00:00:00,2023-03-10,RESIDENCE,,475000.0
2/76 Bayldon Road,Queanbeyan West,2620,INDUSTRIAL,1,,0,0,0,,LJ Hooker Queanbeyan-Jerrabomberra-Googong,2023-02-14T00:00:00,2023-02-14T00:00:00,2023-03-10,RESIDENCE,,920000.0
10/22 Mowatt Street,Queanbeyan East,2620,UNIT,0,,1,1,1,,Ray White Queanbeyan/Jerrabomberra,2022-06-17T00:00:00,2023-02-07T00:00:00,2023-03-09,RESIDENCE,,195000.0
52 Oxalis Crescent,Tralee,2620,N/A,N/A,N/A,N/A,N/A,N/A,302.0,N/A,,,2023-03-09,,,0.0
43 Fox Road,Royalla,2620,HOUSE,351,,5,2,2,43350.0,Rapport Property,2022-08-11T00:00:00,2023-02-07T00:00:00,2023-03-08,RESIDENCE,,1850000.0
11/11 Doeberl Place,Karabar,2620,TOWNHOUSE,,,3,2,2,,LJ Hooker Queanbeyan-Jerrabomberra-Googong,2023-02-08T00:00:00,2023-03-08T00:00:00,,,,695000.0
26 Bendora Avenue,Crestwood,2620,N/A,N/A,N/A,N/A,N/A,N/A,613.0,N/A,,,2023-03-08,,,0.0
11/56 Trinculo Place,Queanbeyan East,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2023-02-10T00:00:00,2023-03-08,RESIDENCE,,305000.0
5/56 Crest Road,Crestwood,2620,UNIT,,,2,1,1,,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2023-01-18T00:00:00,2023-02-06T00:00:00,2023-03-08,RESIDENCE,,280000.0
3/4 Velacia Place,Queanbeyan,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2023-02-06T00:00:00,2023-03-08,RESIDENCE,,336500.0
16 Waterloo Street,Queanbeyan East,2620,N/A,N/A,N/A,N/A,N/A,N/A,765.0,N/A,,2022-11-09T00:00:00,2023-03-08,RESIDENCE,,750000.0
100 Shearer Drive,Royalla,2620,N/A,N/A,N/A,N/A,N/A,N/A,22570.0,N/A,,,2023-03-07,,,0.0
6/52-54 Trinculo Place,Queanbeyan East,2620,UNIT,,,2,1,1,,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2023-02-16T00:00:00,2023-03-07T00:00:00,,,,357500.0
19 Paterson Parade,Queanbeyan West,2620,INDUSTRIAL,825,,0,0,0,,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2023-04-05T00:00:00,2023-03-07T00:00:00,,,,1320000.0
156 Mount Pleasant Drive,Googong,2620,HOUSE,120,6,2,2,6,40470.0,Belle Property Canberra,2023-02-03T00:00:00,2023-03-07T00:00:00,,,,1700000.0
12 Alder Close,Jerrabomberra,2619,HOUSE,0,,4,2,2,628.0,Ray White Queanbeyan/Jerrabomberra,2022-11-08T00:00:00,2023-02-03T00:00:00,2023-03-06,RESIDENCE,,955000.0
11 Sorrell Place,Queanbeyan,2620,HOUSE,,,5,2,4,1423.0,Ward Estate Agents,2023-02-06T00:00:00,2023-03-06T00:00:00,,,,710000.0
4 Doeberl Place,Karabar,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2023-03-04T11:00:00,,,,890000.0
12 John Bull Street,Queanbeyan West,2620,OTHER_COMMERCIAL,,,0,3,0,796.0,Luton Properties Manuka,2023-02-09T00:00:00,2023-03-04T00:00:00,,,,1190000.0
11 Harvest Street,Googong,2620,LAND,,,0,0,0,399.0,White Rhino Property Googong-Queanbeyan-Jerrabomberra,2022-09-09T00:00:00,2023-01-20T00:00:00,2023-03-03,RESIDENCE,,422000.0
20 Pannamena Crescent,Jerrabomberra,2619,HOUSE,,,3,2,2,510.0,LJ Hooker Queanbeyan-Jerrabomberra-Googong,2023-01-31T00:00:00,2023-03-03T00:00:00,,,,820000.0
18/37 Derrima Road,Queanbeyan,2620,HOUSE,134,,3,1,1,210.0,Ray White Queanbeyan/Jerrabomberra,2022-12-15T00:00:00,2023-02-07T00:00:00,2023-03-03,RESIDENCE,,598000.0
6/18 Yarrow Street,Queanbeyan East,2620,TOWNHOUSE,,,2,1,2,,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2022-10-21T00:00:00,2023-02-01T00:00:00,2023-03-03,RESIDENCE,,380000.0
5 Glenrock Drive,Googong,2620,LAND,,,0,0,0,1093.0,Googong Township Realty,2023-01-31T00:00:00,2023-03-03T00:00:00,,,,656000.0
34 Lowe Street,Queanbeyan,2620,N/A,N/A,N/A,N/A,N/A,N/A,750.0,N/A,,2022-03-22T00:00:00,2023-03-03,COMMERCIAL,,6900000.0
13/7 Young Street,Crestwood,2620,UNIT,50,,2,1,1,,Blackshaw Queanbeyan & Jerrabomberra,2022-09-14T00:00:00,2023-02-03T00:00:00,2023-03-03,RESIDENCE,,280000.0
30/6 High Street,Queanbeyan East,2620,N/A,N/A,N/A,N/A,N/A,N/A,160.0,N/A,,2023-01-18T00:00:00,2023-03-03,RESIDENCE,,600000.0
10/20 Kenny Place,Karabar,2620,TOWNHOUSE,,,3,2,2,,Luton Properties Manuka,2022-11-17T00:00:00,2023-02-01T00:00:00,2023-03-02,RESIDENCE,,700000.0
6 McIntosh Street,Queanbeyan,2620,HOUSE,,,3,1,2,527.0,The Property Collective,2022-11-18T00:00:00,2023-02-02T00:00:00,2023-03-02,RESIDENCE,,670000.0
2/80 Collett Street,Queanbeyan,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2023-01-31T00:00:00,2023-03-02,RESIDENCE,,235500.0
23/6 High Street,Queanbeyan East,2620,N/A,N/A,N/A,N/A,N/A,N/A,100.0,N/A,,2023-02-02T00:00:00,2023-03-02,RESIDENCE,,375000.0
85 Valley Drive,Royalla,2620,HOUSE,,,2,2,4,,Hodgkinson Real Estate,2022-08-09T00:00:00,2023-03-01T00:00:00,,,,2000000.0
20 Robertson Street,Queanbeyan West,2620,HOUSE,,,3,2,1,,Mates Rates Real Estate Australia,2022-10-25T00:00:00,2023-03-01T00:00:00,,,,772500.0
125 Monaro Station Road,Royalla,2620,LAND,,,0,0,0,,Burgess Rawson Canberra | Projects,2022-11-15T00:00:00,2023-03-01T00:00:00,,,,1150000.0
1165 Edward Drive,Googong,2620,LAND,,,0,0,0,513.0,Jonny Warren Properties,2022-12-22T00:00:00,2023-03-01T00:00:00,,,,460000.0
7/13 Ross Road,Crestwood,2620,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2023-01-30T00:00:00,2023-03-01,RESIDENCE,,561000.0
9/56 Crest Road,Crestwood,2620,APARTMENT,,,2,1,1,,Morrell Property,2022-09-14T00:00:00,2023-02-01T00:00:00,2023-03-01,RESIDENCE,,274000.0
