AddressLine,Suburb,PostCode,PropertyType,BuildingSize,EER,BedRooms,Bathroosm,Parking,BlockSize,AgencyName,ListingDate,ContractDate,TransferDate,Purpose,UV_Value,TranserAmount
2 Glenbawn Place,Duffy,2611,HOUSE,150,1,3,2,2,737.0,Independent Tuggeranong,2022-04-07T00:00:00,2022-04-30T00:00:00,2022-07-14,SINGLE RESIDENTIAL DWELLING,723000.0,982500.0
40 Williamson Street,Holder,2611,N/A,N/A,N/A,N/A,N/A,N/A,1150.0,N/A,,2022-01-18T00:00:00,2022-07-13,SINGLE RESIDENTIAL DWELLING,,925000.0
5 Eleanora Street,Fisher,2611,HOUSE,,1,3,2,6,864.0,Luton Properties Tuggeranong,2022-04-21T00:00:00,2022-05-14T00:00:00,2022-07-13,SINGLE RESIDENTIAL DWELLING,731000.0,875000.0
29 Dixon Drive,Duffy,2611,HOUSE,,4,4,2,3,961.0,Michael Potter Real Estate,2022-04-12T00:00:00,2022-05-07T00:00:00,2022-07-13,SINGLE RESIDENTIAL DWELLING,405000.0,1196000.0
10/1 Trenerry Street,Weston,2611,N/A,N/A,N/A,N/A,N/A,N/A,1950.0,N/A,,2022-06-09T00:00:00,2022-07-12,NON RETAIL COMMERCIAL USES,,400000.0
8/7 Hyndes Crescent,Holder,2611,APARTMENT,,4.5,2,1,1,5315.0,Solely Properties,2022-05-02T00:00:00,2022-05-28T00:00:00,2022-07-12,MULTIPLE UNIT DWELLING,150000.0,430000.0
28 Fowles Street,Weston,2611,N/A,N/A,N/A,N/A,N/A,N/A,751.0,N/A,,2021-07-11T00:00:00,2022-07-11,SINGLE RESIDENTIAL DWELLING,,0.0
60 Carbeen Street,Rivett,2611,HOUSE,158,2.5,4,2,2,727.0,Independent Woden,2022-05-05T00:00:00,2022-07-08T00:00:00,,,634000.0,1120000.0
150 Namatjira Drive,Chapman,2611,N/A,N/A,N/A,N/A,N/A,N/A,1008.0,N/A,,2021-10-24T00:00:00,2022-07-08,SINGLE RESIDENTIAL DWELLING,,0.0
3 Coobina Place,Fisher,2611,N/A,N/A,N/A,N/A,N/A,N/A,840.0,N/A,,2022-06-21T00:00:00,2022-07-08,SINGLE RESIDENTIAL DWELLING,,900000.0
150 Namatjira Drive,Chapman,2611,N/A,N/A,N/A,N/A,N/A,N/A,1008.0,N/A,,2022-05-13T00:00:00,2022-07-08,SINGLE RESIDENTIAL DWELLING,,950000.0
28 Meldrum Street,Weston,2611,HOUSE,189,2,4,2,2,841.0,Upside - National,2021-09-30T00:00:00,2021-10-16T00:00:00,2022-07-07,SINGLE RESIDENTIAL DWELLING,435000.0,1510000.0
16/41 Liardet Street,Weston,2611,N/A,N/A,N/A,N/A,N/A,N/A,2616.0,N/A,,2022-06-14T00:00:00,2022-07-07,MULTIPLE UNIT DWELLING,,600000.0
13 Ligar Place,Holder,2611,HOUSE,208,1,3,2,2,1309.0,Blackshaw Weston Creek & Molonglo,2022-03-08T00:00:00,2022-03-23T00:00:00,2022-07-06,SINGLE RESIDENTIAL DWELLING,532000.0,1350000.0
47 Woralul Street,Waramanga,2611,HOUSE,172,1,4,2,1,706.0,Hayman Partners,2022-04-28T00:00:00,2022-06-08T00:00:00,2022-07-06,SINGLE RESIDENTIAL DWELLING,467000.0,830000.0
21 Rubbo Crescent,Weston,2611,N/A,N/A,N/A,N/A,N/A,N/A,1054.0,N/A,,2022-04-23T00:00:00,2022-07-06,SINGLE RESIDENTIAL DWELLING,,1450000.0
105 Badimara Street,Fisher,2611,HOUSE,,3.5,4,2,2,870.0,Edge Real Estate,2022-05-06T00:00:00,2022-05-20T00:00:00,2022-07-06,SINGLE RESIDENTIAL DWELLING,451000.0,1110000.0
9 Darwinia Terrace,Rivett,2611,N/A,N/A,N/A,N/A,N/A,N/A,815.0,N/A,,2022-06-08T00:00:00,2022-07-06,SINGLE RESIDENTIAL DWELLING,,1000000.0
23 Rubbo Crescent,Weston,2611,HOUSE,300,1,5,3,2,1046.0,Hayman Partners,2022-01-27T00:00:00,2022-02-26T00:00:00,2022-07-06,SINGLE RESIDENTIAL DWELLING,648000.0,1650000.0
4 Kirwan Circuit,Stirling,2611,N/A,N/A,N/A,N/A,N/A,N/A,799.0,N/A,,2022-03-03T00:00:00,2022-07-05,SINGLE RESIDENTIAL DWELLING,,0.0
1 Alawa Street,Waramanga,2611,HOUSE,119,1,3,1,2,758.0,The Property Collective,2022-03-23T00:00:00,2022-05-13T00:00:00,2022-07-01,SINGLE RESIDENTIAL DWELLING,490000.0,985000.0
20 Nangor Street,Waramanga,2611,N/A,N/A,N/A,N/A,N/A,N/A,704.0,N/A,,2022-05-26T00:00:00,2022-07-01,SINGLE RESIDENTIAL DWELLING,,1000000.0
2 Mentha Place,Rivett,2611,N/A,N/A,N/A,N/A,N/A,N/A,853.0,N/A,,2021-08-17T00:00:00,2022-07-01,SINGLE RESIDENTIAL DWELLING,,840000.0
14 Burrendong Street,Duffy,2611,HOUSE,,2.5,5,3,2,748.0,Badenoch Real Estate Sales,2022-03-24T00:00:00,2022-04-12T00:00:00,2022-07-01,SINGLE RESIDENTIAL DWELLING,482000.0,1200000.0
16 Greenvale Street,Fisher,2611,N/A,N/A,N/A,N/A,N/A,N/A,844.0,N/A,,2022-05-06T00:00:00,2022-06-30,SINGLE RESIDENTIAL DWELLING,,1150000.0
51 MacLachlan Street,Holder,2611,TOWNHOUSE,,4,2,1,1,239.0,Hayman Partners,2022-05-05T00:00:00,2022-05-18T00:00:00,2022-06-30,MEDIUM DENSITY DWELLING,398000.0,710000.0
5 Calder Place,Holder,2611,N/A,N/A,N/A,N/A,N/A,N/A,884.0,N/A,,2020-03-13T00:00:00,2022-06-29,SINGLE RESIDENTIAL DWELLING,,720000.0
2 Tauchert Street,Chapman,2611,N/A,N/A,N/A,N/A,N/A,N/A,1124.0,N/A,,2022-02-22T00:00:00,2022-06-29,SINGLE RESIDENTIAL DWELLING,,850000.0
25 Darwinia Terrace,Rivett,2611,HOUSE,318,4.5,4,3,2,845.0,Agent Team Canberra,2022-03-03T00:00:00,2022-03-15T00:00:00,2022-06-28,SINGLE RESIDENTIAL DWELLING,650000.0,1750000.0
10 Frayne Place,Stirling,2611,HOUSE,166,1.5,4,3,4,669.0,Seminara & Co Properties,2022-03-16T00:00:00,2022-05-13T00:00:00,2022-06-28,SINGLE RESIDENTIAL DWELLING,698000.0,1100000.0
18 Goodenia Street,Rivett,2611,N/A,N/A,N/A,N/A,N/A,N/A,684.0,N/A,,2004-07-21T00:00:00,2022-06-27,SINGLE RESIDENTIAL DWELLING,,0.0
25 Woollum Place,Rivett,2611,HOUSE,112,3,3,1,2,789.0,Belle Property Canberra,2022-06-02T00:00:00,2022-06-27T00:00:00,,,,920000.0
3 Bluett Place,Chapman,2611,HOUSE,0,1.5,4,2,2,,LJ Hooker Manuka,2022-05-12T00:00:00,2022-06-27T00:00:00,,,1016000.0,1325000.0
18 Goodenia Street,Rivett,2611,HOUSE,109,1.5,3,1,6,684.0,Hayman Partners,2022-03-17T00:00:00,2022-03-31T00:00:00,2022-06-27,SINGLE RESIDENTIAL DWELLING,420000.0,1000000.0
32 Rivers Street,Weston,2611,HOUSE,,3,4,3,2,676.0,Morrell Property,2022-01-19T00:00:00,2022-02-12T00:00:00,2022-06-27,SINGLE RESIDENTIAL DWELLING,380000.0,1250000.0
120 Bangalay Crescent,Rivett,2611,HOUSE,237,1.5,5,2,2,975.0,Luton Properties Weston Creek and Molonglo Valley,2022-04-07T00:00:00,2022-04-29T00:00:00,2022-06-27,SINGLE RESIDENTIAL DWELLING,668000.0,1075000.0
78 Darwinia Terrace,Chapman,2611,N/A,N/A,N/A,N/A,N/A,N/A,797.0,N/A,,2022-05-17T00:00:00,2022-06-24,SINGLE RESIDENTIAL DWELLING,,1280000.0
36/32 Bunbury Street,Stirling,2611,N/A,N/A,N/A,N/A,N/A,N/A,28007.0,N/A,,2022-04-30T00:00:00,2022-06-24,MULTIPLE UNIT DWELLING,,810000.0
22 Heysen Street,Weston,2611,DUPLEX,131,1.5,3,2,2,919.0,Civium Property Group - Residential,2022-04-21T00:00:00,2022-05-12T00:00:00,2022-06-23,SINGLE RESIDENTIAL DWELLING,,895000.0
60 Badimara Street,Waramanga,2611,HOUSE,150,1,4,2,3,905.0,Blackshaw Weston Creek & Molonglo,2022-01-18T00:00:00,2022-02-12T00:00:00,2022-06-23,SINGLE RESIDENTIAL DWELLING,412000.0,1210000.0
10/5 Hyndes Crescent,Holder,2611,N/A,N/A,N/A,N/A,N/A,N/A,9995.0,N/A,,2022-04-20T00:00:00,2022-06-22,MULTIPLE UNIT DWELLING,,465000.0
24 Alawa Street,Waramanga,2611,N/A,N/A,N/A,N/A,N/A,N/A,1201.0,N/A,,2016-03-01T00:00:00,2022-06-22,SINGLE RESIDENTIAL DWELLING,,0.0
36 Woollum Crescent,Rivett,2611,HOUSE,331,6,4,2,2,694.0,Luton Properties Weston Creek and Molonglo Valley,2022-04-20T00:00:00,2022-05-12T00:00:00,2022-06-21,SINGLE RESIDENTIAL DWELLING - DUAL OCC,407000.0,1615000.0
45 Mirrool Street,Duffy,2611,N/A,N/A,N/A,N/A,N/A,N/A,1471.0,N/A,,2021-07-19T00:00:00,2022-06-21,SINGLE RESIDENTIAL DWELLING,,0.0
3/18 Glenmaggie Street,Duffy,2611,N/A,N/A,N/A,N/A,N/A,N/A,8005.0,N/A,,2022-05-16T00:00:00,2022-06-17,MULTIPLE UNIT DWELLING,,347000.0
8 Blackwood Terrace,Holder,2611,N/A,N/A,N/A,N/A,N/A,N/A,772.0,N/A,,2022-03-05T00:00:00,2022-06-17,SINGLE RESIDENTIAL DWELLING,,1003000.0
2 Yampi Place,Fisher,2611,HOUSE,,2,5,3,2,1094.0,Luton Properties Manuka,2022-04-01T00:00:00,2022-04-21T00:00:00,2022-06-17,SINGLE RESIDENTIAL DWELLING,495000.0,1375000.0
22 Kalgoorlie Crescent,Fisher,2611,HOUSE,259,5.5,4,3,2,741.0,Confidence Real Estate ,2022-01-05T00:00:00,2022-04-06T00:00:00,2022-06-17,SINGLE RESIDENTIAL DWELLING,495000.0,1650000.0
20 Rene Street,Chapman,2611,N/A,N/A,N/A,N/A,N/A,N/A,999.0,N/A,,2022-03-03T00:00:00,2022-06-17,SINGLE RESIDENTIAL DWELLING,,1600000.0
7/30 Eungella Street,Duffy,2611,N/A,N/A,N/A,N/A,N/A,N/A,7255.0,N/A,,2022-03-29T00:00:00,2022-06-17,MULTIPLE UNIT DWELLING,,865000.0
46 Folingsby Street,Weston,2611,HOUSE,96,1,3,1,2,822.0,Hayman Partners,2022-02-10T00:00:00,2022-04-02T00:00:00,2022-06-16,SINGLE RESIDENTIAL DWELLING - DUAL OCC,734000.0,1010000.0
4 Sturgess Place,Weston,2611,HOUSE,151,0.5,4,2,1,730.0,Independent Tuggeranong,2022-03-08T00:00:00,2022-06-16T00:00:00,,,710000.0,910000.0
23 Cordeaux Street,Duffy,2611,N/A,N/A,N/A,N/A,N/A,N/A,654.0,N/A,,2022-03-28T00:00:00,2022-06-16,SINGLE RESIDENTIAL DWELLING,,890000.0
36 Jemalong Street,Duffy,2611,N/A,N/A,N/A,N/A,N/A,N/A,809.0,N/A,,2022-04-27T00:00:00,2022-06-16,SINGLE RESIDENTIAL DWELLING,,1090000.0
10 Emery Street,Chapman,2611,LAND,,,0,0,0,975.0,Belle Property Canberra,2021-10-21T00:00:00,2022-02-03T00:00:00,2022-06-14,SINGLE RESIDENTIAL DWELLING,675000.0,1570000.0
8 Evergood Close,Weston,2611,N/A,N/A,N/A,N/A,N/A,N/A,367.0,N/A,,2022-03-17T00:00:00,2022-06-10,MEDIUM DENSITY DWELLING,,0.0
1 Winstanley Street,Chapman,2611,N/A,N/A,N/A,N/A,N/A,N/A,892.0,N/A,,2022-03-17T00:00:00,2022-06-10,SINGLE RESIDENTIAL DWELLING,,0.0
33 Larakia Street,Waramanga,2611,HOUSE,126,3,3,2,1,813.0,Luton Properties Weston Creek and Molonglo Valley,2022-03-11T00:00:00,2022-03-31T00:00:00,2022-06-10,SINGLE RESIDENTIAL DWELLING,678000.0,1065000.0
91 Warragamba Avenue,Duffy,2611,N/A,N/A,N/A,N/A,N/A,N/A,859.0,N/A,,2022-03-09T00:00:00,2022-06-08,SINGLE RESIDENTIAL DWELLING,,0.0
9 Pelham Close,Chapman,2611,HOUSE,160,0,4,2,2,777.0,Agent Team Canberra,2022-04-14T00:00:00,2022-04-27T00:00:00,2022-06-08,SINGLE RESIDENTIAL DWELLING,812000.0,1200000.0
7 Prout Place,Weston,2611,N/A,N/A,N/A,N/A,N/A,N/A,724.0,N/A,,2022-04-13T00:00:00,2022-06-08,SINGLE RESIDENTIAL DWELLING,,0.0
8 Chillagoe Street,Fisher,2611,DUPLEX,,2.5,4,2,1,801.0,Ian McNamee & Partners Queanbeyan/Jerrabomberra/Canberra,2022-03-31T00:00:00,2022-04-20T00:00:00,2022-06-08,SINGLE RESIDENTIAL DWELLING,720000.0,905000.0
8 Kambalda Crescent,Fisher,2611,N/A,N/A,N/A,N/A,N/A,N/A,752.0,N/A,,2020-10-30T00:00:00,2022-06-07,SINGLE RESIDENTIAL DWELLING,,0.0
149 Kalgoorlie Crescent,Fisher,2611,N/A,N/A,N/A,N/A,N/A,N/A,712.0,N/A,,2021-12-05T00:00:00,2022-06-06,SINGLE RESIDENTIAL DWELLING,,0.0
18 Yambina Crescent,Waramanga,2611,HOUSE,100,0.5,3,1,2,796.0,Luton Properties Weston Creek and Molonglo Valley,2022-04-07T00:00:00,2022-04-29T00:00:00,2022-06-03,SINGLE RESIDENTIAL DWELLING,632000.0,1010000.0
49 Angophora Street,Rivett,2611,HOUSE,177,4,4,2,2,878.0,Belle Property Canberra,2022-03-02T00:00:00,2022-03-26T00:00:00,2022-06-03,SINGLE RESIDENTIAL DWELLING,390000.0,1411000.0
22/63 Pearson Street,Holder,2611,TOWNHOUSE,106,5.5,3,2,2,15624.0,Belle Property Canberra,2022-03-31T00:00:00,2022-04-12T00:00:00,2022-06-02,MULTIPLE UNIT DWELLING,,830000.0
15/5 Hyndes Crescent,Holder,2611,UNIT,,3,3,1,1,9995.0,Hodgkinson Real Estate,2022-03-02T00:00:00,2022-04-01T00:00:00,2022-06-02,MULTIPLE UNIT DWELLING,5250000.0,420000.0
9 Dixon Drive,Duffy,2611,HOUSE,296,5.5,4,2,2,815.0,Carter and Co Agents,2022-03-18T00:00:00,2022-04-09T00:00:00,2022-06-02,SINGLE RESIDENTIAL DWELLING,400000.0,1515000.0
15/47 Foxall Street,Holder,2611,TOWNHOUSE,,4,3,2,2,10467.0,Luton Properties Manuka,2022-03-16T00:00:00,2022-04-09T00:00:00,2022-06-02,MULTIPLE UNIT DWELLING,,865000.0
18 Badimara Street,Waramanga,2611,HOUSE,,1,3,1,5,778.0,Michael Potter Real Estate,2022-03-24T00:00:00,2022-04-09T00:00:00,2022-06-02,SINGLE RESIDENTIAL DWELLING,446000.0,1080000.0
7 Cordeaux Street,Duffy,2611,N/A,N/A,N/A,N/A,N/A,N/A,647.0,N/A,,2022-04-05T00:00:00,2022-06-02,SINGLE RESIDENTIAL DWELLING - DUAL OCC,,850000.0
12/2 Bellette Street,Weston,2611,N/A,N/A,N/A,N/A,N/A,N/A,2584.0,N/A,,2019-01-08T00:00:00,2022-06-02,MULTIPLE UNIT DWELLING,,519900.0
1/18 Glenmaggie Street,Duffy,2611,N/A,N/A,N/A,N/A,N/A,N/A,8005.0,N/A,,2022-04-22T00:00:00,2022-06-01,MULTIPLE UNIT DWELLING,,330000.0
77 Somerset Street,Duffy,2611,N/A,N/A,N/A,N/A,N/A,N/A,748.0,N/A,,2022-02-03T00:00:00,2022-06-01,SINGLE RESIDENTIAL DWELLING,,0.0
41 Kanooka Street,Rivett,2611,N/A,N/A,N/A,N/A,N/A,N/A,911.0,N/A,,2021-12-16T00:00:00,2022-06-01,SINGLE RESIDENTIAL DWELLING,,1050000.0
42 Malara Street,Waramanga,2611,N/A,N/A,N/A,N/A,N/A,N/A,685.0,N/A,,2022-03-10T00:00:00,2022-06-01,SINGLE RESIDENTIAL DWELLING,,900000.0
41 Rosebery Street,Fisher,2611,HOUSE,193,1.5,4,2,2,964.0,Ray White Canberra ,2022-03-24T00:00:00,2022-04-20T00:00:00,2022-06-01,SINGLE RESIDENTIAL DWELLING,465000.0,1380000.0
49 Fowles Street,Weston,2611,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-05-28T10:00:00,,,,1150000.0
5 Logue Place,Stirling,2611,N/A,N/A,N/A,N/A,N/A,N/A,441.0,N/A,,2022-03-19T00:00:00,2022-05-27,SINGLE RESIDENTIAL DWELLING,,1050000.0
7 Morrell Place,Rivett,2611,HOUSE,,2,3,1,3,842.0,Agent Team Canberra,2022-04-11T00:00:00,2022-05-26T00:00:00,,,599000.0,1255000.0
4 Bickley Close,Stirling,2611,N/A,N/A,N/A,N/A,N/A,N/A,459.0,N/A,,2022-01-04T00:00:00,2022-05-25,SINGLE RESIDENTIAL DWELLING,,0.0
1/3 Tantangara Street,Duffy,2611,HOUSE,208,6.5,3,2,2,1942.0,McGrath Woden Property Management,2014-01-08T00:00:00,2014-02-21T00:00:00,2022-05-25,MULTIPLE UNIT DWELLING,,611000.0
22 Coane Street,Holder,2611,HOUSE,118,5,3,1,1,699.0,Luton Properties Weston Creek and Molonglo Valley,2022-02-24T00:00:00,2022-03-17T00:00:00,2022-05-24,SINGLE RESIDENTIAL DWELLING,415000.0,1260000.0
35B Woralul Street,Waramanga,2611,HOUSE,94,3.5,2,1,2,,Hayman Partners,2022-04-28T00:00:00,2022-05-21T00:00:00,,,,735000.0
1 McInnes Street,Weston,2611,N/A,N/A,N/A,N/A,N/A,N/A,1093.0,N/A,,2022-05-04T00:00:00,2022-05-20,SINGLE RESIDENTIAL DWELLING,,800000.0
5 Calder Place,Holder,2611,HOUSE,,3,5,3,2,884.0,Blackshaw Woden,2022-02-24T00:00:00,2022-04-14T00:00:00,2022-05-20,SINGLE RESIDENTIAL DWELLING,506000.0,1235000.0
39 Nangor Street,Waramanga,2611,N/A,N/A,N/A,N/A,N/A,N/A,722.0,N/A,,2022-05-04T00:00:00,2022-05-20,SINGLE RESIDENTIAL DWELLING,,880000.0
11/18 Glenmaggie Street,Duffy,2611,APARTMENT,,4,2,1,1,8005.0,Total Property Sales,2022-03-17T00:00:00,2022-04-28T00:00:00,2022-05-19,MULTIPLE UNIT DWELLING,110372.0,345000.0
4 Maplestone Place,Chapman,2611,N/A,N/A,N/A,N/A,N/A,N/A,1139.0,N/A,,2022-03-12T00:00:00,2022-05-19,SINGLE RESIDENTIAL DWELLING,,1310000.0
41 Spowers Circuit,Holder,2611,HOUSE,114,2,3,1,2,764.0,Luton Properties Weston Creek and Molonglo Valley,2022-03-03T00:00:00,2022-03-24T00:00:00,2022-05-13,SINGLE RESIDENTIAL DWELLING,440000.0,1070000.0
67 MacLachlan Street,Holder,2611,TOWNHOUSE,93,3,2,1,1,186.0,PURNELL,2022-03-24T00:00:00,2022-04-07T00:00:00,2022-05-13,MEDIUM DENSITY DWELLING,380000.0,810000.0
23 Settlement Drive,Duffy,2611,HOUSE,,,3,1,2,1446.0,Sadil Quinlan Properties,2022-02-17T00:00:00,2022-03-08T00:00:00,2022-05-13,SINGLE RESIDENTIAL DWELLING,574000.0,1400000.0
11 Jindabyne Street,Duffy,2611,N/A,N/A,N/A,N/A,N/A,N/A,771.0,N/A,,2022-03-09T00:00:00,2022-05-13,SINGLE RESIDENTIAL DWELLING,,835000.0
63 Buvelot Street,Weston,2611,HOUSE,176,0.5,4,3,2,839.0,Blackshaw Manuka,2022-02-10T00:00:00,2022-03-05T00:00:00,2022-05-12,SINGLE RESIDENTIAL DWELLING,507000.0,1200000.0
5 Boucicault Place,Chapman,2611,HOUSE,207,3.5,4,2,2,696.0,The Property Collective,2022-02-10T00:00:00,2022-03-21T00:00:00,2022-05-12,SINGLE RESIDENTIAL DWELLING,486000.0,1300000.0
146 Kalgoorlie Crescent,Fisher,2611,N/A,N/A,N/A,N/A,N/A,N/A,768.0,N/A,,2021-07-05T00:00:00,2022-05-11,SINGLE RESIDENTIAL DWELLING,,0.0
49 Warragamba Avenue,Duffy,2611,N/A,N/A,N/A,N/A,N/A,N/A,1015.0,N/A,,2022-03-25T00:00:00,2022-05-10,SINGLE RESIDENTIAL DWELLING,,1180000.0
2 Yampi Place,Fisher,2611,N/A,N/A,N/A,N/A,N/A,N/A,1094.0,N/A,,2022-01-17T00:00:00,2022-05-10,SINGLE RESIDENTIAL DWELLING,,0.0
25/5 Hyndes Crescent,Holder,2611,APARTMENT,0,1,1,1,1,9995.0,LJ Hooker Manuka,2021-11-15T00:00:00,2022-03-17T00:00:00,2022-05-10,MULTIPLE UNIT DWELLING,106050.0,260000.0
34 Heysen Street,Weston,2611,HOUSE,139,1.5,4,2,2,859.0,Luton Properties Weston Creek and Molonglo Valley,2022-02-24T00:00:00,2022-03-19T00:00:00,2022-05-09,SINGLE RESIDENTIAL DWELLING,438000.0,1100000.0
30 Evergood Close,Weston,2611,N/A,N/A,N/A,N/A,N/A,N/A,366.0,N/A,,2022-03-12T00:00:00,2022-05-09,MEDIUM DENSITY DWELLING,,735000.0
1 Wambaya Crescent,Waramanga,2611,HOUSE,,3,4,1,2,756.0,Independent Woden,2022-02-16T00:00:00,2022-04-01T00:00:00,2022-05-09,SINGLE RESIDENTIAL DWELLING,452000.0,1020000.0
60 Greenvale Street,Fisher,2611,N/A,N/A,N/A,N/A,N/A,N/A,1191.0,N/A,,2022-03-11T00:00:00,2022-05-06,SINGLE RESIDENTIAL DWELLING,,500000.0
24 Ironside Street,Weston,2611,N/A,N/A,N/A,N/A,N/A,N/A,1213.0,N/A,,2020-08-06T00:00:00,2022-05-04,SINGLE RESIDENTIAL DWELLING,,0.0
3 Eungella Street,Duffy,2611,HOUSE,170,5,3,2,1,941.0,Luton Properties Weston Creek and Molonglo Valley,2022-01-27T00:00:00,2022-02-19T00:00:00,2022-05-04,SINGLE RESIDENTIAL DWELLING,500000.0,1285000.0
8 Chillagoe Street,Fisher,2611,N/A,N/A,N/A,N/A,N/A,N/A,801.0,N/A,,2018-05-14T00:00:00,2022-05-04,SINGLE RESIDENTIAL DWELLING,,0.0
4 Waramanga Place,Waramanga,2611,HOUSE,,2.5,3,1,1,201.0,Luton Properties Weston Creek and Molonglo Valley,2021-11-19T00:00:00,2021-12-04T00:00:00,2022-05-04,SINGLE RESIDENTIAL DWELLING,320000.0,660000.0
111 Burrinjuck Crescent,Duffy,2611,N/A,N/A,N/A,N/A,N/A,N/A,818.0,N/A,,2022-01-20T00:00:00,2022-05-03,SINGLE RESIDENTIAL DWELLING,,1000000.0
18 McCubbin Street,Weston,2611,HOUSE,170,1,4,2,1,684.0,Hayman Partners,2022-01-20T00:00:00,2022-02-12T00:00:00,2022-05-03,SINGLE RESIDENTIAL DWELLING,380000.0,1105000.0
8 Garanya Street,Waramanga,2611,HOUSE,193,3,4,2,2,1057.0,Hayman Partners,2022-02-24T00:00:00,2022-03-10T00:00:00,2022-05-02,SINGLE RESIDENTIAL DWELLING,499000.0,1201500.0
3 Alawa Street,Waramanga,2611,HOUSE,120,4.5,3,1,2,661.0,Luton Properties Weston Creek and Molonglo Valley,2022-01-14T00:00:00,2022-02-03T00:00:00,2022-05-02,SINGLE RESIDENTIAL DWELLING,452000.0,1058000.0
15 Rivers Street,Weston,2611,HOUSE,,3,3,1,2,657.0,Bastion Property Group,2022-03-03T00:00:00,2022-03-19T00:00:00,2022-05-02,SINGLE RESIDENTIAL DWELLING,397000.0,981000.0
5 Blowering Street,Duffy,2611,HOUSE,153,2,4,2,2,733.0,Luton Properties Weston Creek and Molonglo Valley,2022-01-28T00:00:00,2022-02-12T00:00:00,2022-05-02,SINGLE RESIDENTIAL DWELLING,462000.0,1320000.0
25 Rene Street,Chapman,2611,HOUSE,148,2,3,2,2,803.0,Luton Properties Weston Creek and Molonglo Valley,2022-02-10T00:00:00,2022-03-05T00:00:00,2022-05-02,SINGLE RESIDENTIAL DWELLING,482000.0,1030000.0
118 Darwinia Terrace,Chapman,2611,HOUSE,,2,3,1,4,846.0,PURNELL,2022-02-03T00:00:00,2022-02-21T00:00:00,2022-05-02,SINGLE RESIDENTIAL DWELLING,462000.0,1050000.0
19 Tauchert Street,Chapman,2611,N/A,N/A,N/A,N/A,N/A,N/A,710.0,N/A,,2022-03-05T00:00:00,2022-04-29,SINGLE RESIDENTIAL DWELLING,,1350000.0
17 Yiman Street,Waramanga,2611,N/A,N/A,N/A,N/A,N/A,N/A,794.0,N/A,,2022-03-11T00:00:00,2022-04-28,SINGLE RESIDENTIAL DWELLING,,961000.0
3 Martens Crescent,Weston,2611,N/A,N/A,N/A,N/A,N/A,N/A,779.0,N/A,,2022-02-19T00:00:00,2022-04-28,SINGLE RESIDENTIAL DWELLING,,1260000.0
10 Serpentine Street,Duffy,2611,HOUSE,153,3.5,4,2,2,673.0,inStyle Estate Agents ,2022-01-18T00:00:00,2022-02-24T00:00:00,2022-04-28,SINGLE RESIDENTIAL DWELLING,410000.0,1201000.0
43 Gungurra Crescent,Rivett,2611,HOUSE,118,4,3,1,4,1035.0,Hayman Partners,2022-02-17T00:00:00,2022-02-28T00:00:00,2022-04-27,SINGLE RESIDENTIAL DWELLING,450000.0,965000.0
8/93 Burrinjuck Crescent,Duffy,2611,APARTMENT,133,6,3,2,2,1545.0,Luton Properties Weston Creek and Molonglo Valley,2022-02-03T00:00:00,2022-02-26T00:00:00,2022-04-27,MULTIPLE UNIT DWELLING,,760000.0
69 Darwinia Terrace,Rivett,2611,HOUSE,123,2,3,1,2,768.0,Hayman Partners,2021-11-25T00:00:00,2022-02-02T00:00:00,2022-04-27,SINGLE RESIDENTIAL DWELLING,403000.0,970000.0
4 Astelia Place,Rivett,2611,HOUSE,182,2,4,2,1,835.0,Luton Properties Weston Creek and Molonglo Valley,2022-02-10T00:00:00,2022-03-03T00:00:00,2022-04-27,SINGLE RESIDENTIAL DWELLING,666000.0,1300000.0
4 Ligar Place,Holder,2611,N/A,N/A,N/A,N/A,N/A,N/A,715.0,N/A,,2022-02-19T00:00:00,2022-04-26,SINGLE RESIDENTIAL DWELLING,,963000.0
7 Astelia Place,Rivett,2611,HOUSE,215,1,4,2,2,1336.0,Ray White Canberra ,2022-02-17T00:00:00,2022-02-28T00:00:00,2022-04-26,SINGLE RESIDENTIAL DWELLING,496000.0,1410000.0
2 Conder Street,Weston,2611,HOUSE,,4,3,1,2,0.0,Carter and Co Agents,2022-03-30T00:00:00,2022-04-23T00:00:00,,,,750000.0
52 Monkman Street,Chapman,2611,HOUSE,533,4.5,5,4,6,1797.0,Luton Properties Weston Creek and Molonglo Valley,2022-01-21T00:00:00,2022-02-13T00:00:00,2022-04-22,SINGLE RESIDENTIAL DWELLING,982000.0,2655000.0
19 Rosebery Street,Fisher,2611,N/A,N/A,N/A,N/A,N/A,N/A,884.0,N/A,,2021-10-21T00:00:00,2022-04-22,SINGLE RESIDENTIAL DWELLING,,0.0
8/26 Eungella Street,Duffy,2611,N/A,N/A,N/A,N/A,N/A,N/A,6248.0,N/A,,2022-02-26T00:00:00,2022-04-21,MULTIPLE UNIT DWELLING,,900000.0
10 Hellyer Street,Holder,2611,N/A,N/A,N/A,N/A,N/A,N/A,692.0,N/A,,2022-01-25T00:00:00,2022-04-21,SINGLE RESIDENTIAL DWELLING,,835000.0
35 Spowers Circuit,Holder,2611,HOUSE,,1.5,4,1,5,818.0,Edge Dewi Radyanto,2022-01-27T00:00:00,2022-02-09T00:00:00,2022-04-21,SINGLE RESIDENTIAL DWELLING,438000.0,1185000.0
