AddressLine,Suburb,PostCode,PropertyType,BuildingSize,EER,BedRooms,Bathroosm,Parking,BlockSize,AgencyName,ListingDate,ContractDate,TransferDate,Purpose,UV_Value,TranserAmount
4 Epacris Place,Rivett,2611,N/A,N/A,N/A,N/A,N/A,N/A,960.0,N/A,,2022-12-21T00:00:00,2023-04-21,SINGLE RESIDENTIAL DWELLING,,0.0
8 Yanco Place,Duffy,2611,N/A,N/A,N/A,N/A,N/A,N/A,1062.0,N/A,,2023-02-28T00:00:00,2023-04-20,SINGLE RESIDENTIAL DWELLING,,550000.0
7/5 Hyndes Crescent,Holder,2611,N/A,N/A,N/A,N/A,N/A,N/A,9995.0,N/A,,2023-03-09T00:00:00,2023-04-20,MULTIPLE UNIT DWELLING,,475000.0
72 Spowers Circuit,Holder,2611,HOUSE,119,2.5,3,1,2,684.0,Belle Property Canberra,2023-03-31T00:00:00,2023-04-19T00:00:00,,,631000.0,
25 Kalgoorlie Crescent,Fisher,2611,HOUSE,216,6,4,3,2,694.0,HIVE Property,2023-02-02T00:00:00,2023-02-25T00:00:00,2023-04-19,SINGLE RESIDENTIAL DWELLING,681000.0,1520000.0
6 Sidaway Street,Chapman,2611,HOUSE,231,5.5,4,3,2,777.0,My Morris,2023-01-26T00:00:00,2023-03-30T00:00:00,2023-04-18,SINGLE RESIDENTIAL DWELLING,767000.0,
8 Bendigo Street,Fisher,2611,HOUSE,96,1,3,1,0,673.0,Hayman Partners,2023-03-30T00:00:00,2023-04-18T00:00:00,,,672000.0,
12 Perry Drive,Chapman,2611,HOUSE,183,1,4,2,2,879.0,Blackshaw Weston Creek & Molonglo,2023-03-08T00:00:00,2023-04-17T00:00:00,,,800000.0,1050000.0
6/30 Coane Street,Holder,2611,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2023-04-15T10:00:00,,,,
1/36 Woralul Street,Waramanga,2611,TOWNHOUSE,0,6,3,1,2,,Ray White Canberra ,2023-03-21T00:00:00,2023-04-15T00:00:00,,,,
8 Tantangara Street,Duffy,2611,HOUSE,120,1,3,1,1,692.0,Ray White Canberra ,2023-02-02T00:00:00,2023-04-15T00:00:00,,,752000.0,
5 Lycett Street,Weston,2611,HOUSE,231,6,4,3,4,767.0,LJ Hooker Woden/Weston,2023-03-24T00:00:00,2023-04-15T00:00:00,,,730000.0,
50 Bendigo Street,Fisher,2611,N/A,N/A,N/A,N/A,N/A,N/A,670.0,N/A,,2022-06-24T00:00:00,2023-04-14,SINGLE RESIDENTIAL DWELLING,,0.0
96 Kambalda Crescent,Fisher,2611,HOUSE,115,1.5,3,1,1,804.0,Jonny Warren Properties,2023-03-29T00:00:00,2023-04-13T00:00:00,,,685000.0,886000.0
36 Rene Street,Chapman,2611,N/A,N/A,N/A,N/A,N/A,N/A,832.0,N/A,,2023-03-13T00:00:00,2023-04-13,SINGLE RESIDENTIAL DWELLING,,550000.0
30 Heysen Street,Weston,2611,HOUSE,153,0,4,2,2,866.0,MARQ Property,2023-02-20T00:00:00,2023-04-12T00:00:00,,,765000.0,
8 Heysen Street,Weston,2611,N/A,N/A,N/A,N/A,N/A,N/A,795.0,N/A,,2018-05-14T00:00:00,2023-04-12,SINGLE RESIDENTIAL DWELLING,,0.0
60 Darwinia Terrace,Chapman,2611,HOUSE,212,4.5,4,2,2,1513.0,Blackshaw Manuka,2023-01-19T00:00:00,2023-03-03T00:00:00,2023-04-11,SINGLE RESIDENTIAL DWELLING,941000.0,2000000.0
38A Woralul Street,Waramanga,2611,HOUSE,161,1,4,2,2,480.0,Blackshaw Weston Creek & Molonglo,2022-08-11T00:00:00,2023-04-07T00:00:00,,,,
24 Wakelin Circuit,Weston,2611,HOUSE,161,2,4,2,2,702.0,HIVE Property,2023-03-16T00:00:00,2023-04-06T00:00:00,,,642000.0,
88 Eucumbene Drive,Duffy,2611,N/A,N/A,N/A,N/A,N/A,N/A,878.0,N/A,,2022-08-09T00:00:00,2023-04-05,SINGLE RESIDENTIAL DWELLING,,0.0
50 Rossarden Street,Fisher,2611,HOUSE,154,1,3,2,2,684.0,Belle Property Canberra,2023-01-31T00:00:00,2023-02-17T00:00:00,2023-04-05,SINGLE RESIDENTIAL DWELLING,672000.0,901500.0
201 Badimara Street,Fisher,2611,HOUSE,174,0,3,2,2,1019.0,Luton Properties Weston Creek and Molonglo Valley,2023-02-16T00:00:00,2023-04-05T00:00:00,,,652000.0,
31 Warragamba Avenue,Duffy,2611,HOUSE,,1,4,1,1,,Independent Our Team,2023-03-17T00:00:00,2023-04-05T00:00:00,,,664000.0,890000.0
12 Wyangala Street,Duffy,2611,HOUSE,109,3,3,1,1,842.0,Hayman Partners,2023-02-23T00:00:00,2023-03-09T00:00:00,2023-04-05,SINGLE RESIDENTIAL DWELLING,639000.0,965000.0
23 Darwinia Terrace,Rivett,2611,N/A,N/A,N/A,N/A,N/A,N/A,915.0,N/A,,2023-01-31T00:00:00,2023-04-05,SINGLE RESIDENTIAL DWELLING,,1230000.0
155 Burrinjuck Crescent,Duffy,2611,HOUSE,167,2,4,2,2,827.0,Luton Properties Weston Creek and Molonglo Valley,2023-03-17T00:00:00,2023-04-05T00:00:00,,,696000.0,
22 Nangor Street,Waramanga,2611,HOUSE,,5,5,3,4,716.0,Edge Real Estate,2023-02-01T00:00:00,2023-02-04T00:00:00,2023-04-04,SINGLE RESIDENTIAL DWELLING,654000.0,1500000.0
42 Rubbo Crescent,Weston,2611,N/A,N/A,N/A,N/A,N/A,N/A,722.0,N/A,,2023-02-03T00:00:00,2023-04-03,SINGLE RESIDENTIAL DWELLING,,857500.0
1 Fry Place,Weston,2611,N/A,N/A,N/A,N/A,N/A,N/A,695.0,N/A,,2023-02-23T00:00:00,2023-04-03,SINGLE RESIDENTIAL DWELLING,,755000.0
107 Nemarang Crescent,Waramanga,2611,HOUSE,106,0.5,3,1,1,821.0,Hayman Partners,2023-02-02T00:00:00,2023-02-25T00:00:00,2023-04-03,SINGLE RESIDENTIAL DWELLING,735000.0,941000.0
20 Kalgoorlie Crescent,Fisher,2611,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2023-04-01T11:00:00,,,,751000.0
24 Hopkins Street,Weston,2611,HOUSE,216,0.5,4,2,2,720.0,Altair Property,2023-03-14T00:00:00,2023-04-01T00:00:00,,,670000.0,
88 Eucumbene Drive,Duffy,2611,HOUSE,368,2,7,4,2,872.0,Ray White Canberra ,2023-03-06T00:00:00,2023-04-01T00:00:00,,,923000.0,
6 Heath Place,Chapman,2611,HOUSE,,1.5,3,2,2,724.0,Hayman Partners,2023-03-09T00:00:00,2023-04-01T00:00:00,,,688000.0,
13 Perry Drive,Chapman,2611,HOUSE,195,1,4,2,2,890.0,Luton Properties Weston Creek and Molonglo Valley,2022-11-17T00:00:00,2023-03-31T00:00:00,,,800000.0,
22 Fullwood Street,Weston,2611,HOUSE,159,0.5,4,2,2,1243.0,HIVE Property,2022-11-17T00:00:00,2023-03-31T00:00:00,,,822000.0,900000.0
32/177 Badimara Street,Fisher,2611,N/A,N/A,N/A,N/A,N/A,N/A,34419.0,N/A,,2022-09-17T00:00:00,2023-03-30,SELF CARE UNITS FOR AGED PERSONS,,0.0
8 Kambalda Crescent,Fisher,2611,HOUSE,,1,3,1,5,,My Morris,2022-11-29T00:00:00,2023-03-30T00:00:00,,,731000.0,
38 Blackwood Terrace,Holder,2611,HOUSE,208,1.5,4,2,2,725.0,Belle Property Canberra,2023-01-19T00:00:00,2023-02-22T00:00:00,2023-03-30,SINGLE RESIDENTIAL DWELLING,659000.0,1190000.0
16 Jindabyne Street,Duffy,2611,HOUSE,169,3,4,2,3,702.0,LJ Hooker Woden/Weston,2022-12-20T00:00:00,2023-01-23T00:00:00,2023-03-29,SINGLE RESIDENTIAL DWELLING,632000.0,1150000.0
34 McInnes Street,Weston,2611,HOUSE,140,1.5,4,2,4,906.0,Hayman Partners,2023-01-26T00:00:00,2023-02-08T00:00:00,2023-03-29,SINGLE RESIDENTIAL DWELLING,710000.0,925000.0
51 Eugenia Street,Rivett,2611,HOUSE,147,2,3,1,2,755.0,Hayman Partners,2023-03-09T00:00:00,2023-03-28T00:00:00,,,660000.0,
14 Badimara Street,Waramanga,2611,N/A,N/A,N/A,N/A,N/A,N/A,691.0,N/A,,2023-03-15T00:00:00,2023-03-28,SINGLE RESIDENTIAL DWELLING,,700000.0
3 Hellyer Street,Holder,2611,N/A,N/A,N/A,N/A,N/A,N/A,689.0,N/A,,2023-02-04T00:00:00,2023-03-27,SINGLE RESIDENTIAL DWELLING,,780000.0
64 Namatjira Drive,Stirling,2611,HOUSE,,2,4,2,2,806.0,VERV Property,2022-10-20T00:00:00,2023-03-01T00:00:00,2023-03-27,SINGLE RESIDENTIAL DWELLING,698000.0,1100000.0
35 Damala Street,Waramanga,2611,HOUSE,143,1,4,1,1,822.0,My Morris,2022-09-23T00:00:00,2023-02-20T00:00:00,2023-03-27,SINGLE RESIDENTIAL DWELLING,717000.0,890000.0
20 Buvelot Street,Weston,2611,HOUSE,,2,4,2,1,684.0,Luton Properties Manuka,2023-03-02T00:00:00,2023-03-27T00:00:00,,,661000.0,1100000.0
38 Hyndes Crescent,Holder,2611,N/A,N/A,N/A,N/A,N/A,N/A,794.0,N/A,,2023-02-27T00:00:00,2023-03-27,SINGLE RESIDENTIAL DWELLING,,1180000.0
9 Moogerah Street,Duffy,2611,HOUSE,161,1.5,4,2,2,781.0,My Morris,2023-02-09T00:00:00,2023-03-24T00:00:00,,,687000.0,
113 Darwinia Terrace,Rivett,2611,N/A,N/A,N/A,N/A,N/A,N/A,997.0,N/A,,2023-02-17T00:00:00,2023-03-24,SINGLE RESIDENTIAL DWELLING,,0.0
22 Woollum Crescent,Rivett,2611,HOUSE,,4.5,3,1,2,819.0,HIVE Property,2023-03-16T00:00:00,2023-03-24T00:00:00,,,645000.0,935000.0
38 Pandanus Street,Fisher,2611,HOUSE,185,3,3,2,1,734.0,Hayman Partners,2022-12-15T00:00:00,2023-02-04T00:00:00,2023-03-23,SINGLE RESIDENTIAL DWELLING,740000.0,972500.0
5 Burgan Place,Rivett,2611,N/A,N/A,N/A,N/A,N/A,N/A,637.0,N/A,,2023-02-04T00:00:00,2023-03-23,SINGLE RESIDENTIAL DWELLING,,692000.0
1B Tristania Street,Rivett,2611,TOWNHOUSE,74,0,2,1,1,,Luton Properties Tuggeranong,2023-03-01T00:00:00,2023-03-23T00:00:00,,,,
4 Sully Place,Chapman,2611,HOUSE,127,2.5,3,1,2,448.0,Bastion Property Group,2023-01-24T00:00:00,2023-02-18T00:00:00,2023-03-23,SINGLE RESIDENTIAL DWELLING,540000.0,810000.0
11 Frayne Place,Stirling,2611,HOUSE,,1,4,2,2,956.0,Luton Properties Manuka,2022-11-25T00:00:00,2023-02-09T00:00:00,2023-03-21,SINGLE RESIDENTIAL DWELLING,740000.0,1045000.0
44 Greenvale Street,Fisher,2611,N/A,N/A,N/A,N/A,N/A,N/A,799.0,N/A,,2023-02-09T00:00:00,2023-03-21,SINGLE RESIDENTIAL DWELLING,,950000.0
84 Spowers Circuit,Holder,2611,HOUSE,211,2.5,3,2,1,694.0,Ethicsrealestate.com.au,2023-01-12T00:00:00,2023-02-22T00:00:00,2023-03-21,SINGLE RESIDENTIAL DWELLING,608000.0,915000.0
19 Leist Street,Weston,2611,HOUSE,143,3,4,1,2,772.0,Blackshaw Weston Creek & Molonglo,2023-02-22T00:00:00,2023-03-18T00:00:00,,,858000.0,945000.0
59 Kirwan Circuit,Stirling,2611,HOUSE,226,2.5,4,2,2,747.0,Blackshaw Weston Creek & Molonglo,2023-03-02T00:00:00,2023-03-18T00:00:00,,,666000.0,1320000.0
40 Santalum Street,Rivett,2611,HOUSE,,4,3,1,0,730.0,Bastion Property Group,2022-12-22T00:00:00,2023-01-25T00:00:00,2023-03-17,SINGLE RESIDENTIAL DWELLING,649000.0,825000.0
5 Warrai Place,Waramanga,2611,HOUSE,225,5,5,2,2,877.0,Hayman Partners,2023-02-02T00:00:00,2023-03-17T00:00:00,,,735000.0,1600000.0
12 Lincoln Close,Chapman,2611,HOUSE,,5,4,2,2,1556.0,Blackshaw Manuka,2022-11-17T00:00:00,2022-12-10T00:00:00,2023-03-17,SINGLE RESIDENTIAL DWELLING,963000.0,2661000.0
4 Geebung Place,Rivett,2611,HOUSE,224,1,4,2,2,787.0,Blackshaw Weston Creek & Molonglo,2022-08-23T00:00:00,2023-01-25T00:00:00,2023-03-16,SINGLE RESIDENTIAL DWELLING,687000.0,990000.0
8 Eucumbene Drive,Duffy,2611,N/A,N/A,N/A,N/A,N/A,N/A,886.0,N/A,,2023-01-26T00:00:00,2023-03-16,SINGLE RESIDENTIAL DWELLING,,1117500.0
6/2 Bellette Street,Weston,2611,N/A,N/A,N/A,N/A,N/A,N/A,2584.0,N/A,,2023-03-06T00:00:00,2023-03-16,MULTIPLE UNIT DWELLING,,720000.0
10 Marlock Street,Rivett,2611,HOUSE,,4.9,4,2,5,,Edge Real Estate,2023-03-02T00:00:00,2023-03-16T00:00:00,,,649000.0,1100000.0
19 Isherwood Street,Weston,2611,N/A,N/A,N/A,N/A,N/A,N/A,501.0,N/A,,2023-02-09T00:00:00,2023-03-15,SINGLE RESIDENTIAL DWELLING,,965000.0
2 Camm Street,Holder,2611,HOUSE,109,2,3,2,1,740.0,VERV Property,2023-01-18T00:00:00,2023-03-15T00:00:00,,,599000.0,920000.0
8 Hopkins Street,Weston,2611,N/A,N/A,N/A,N/A,N/A,N/A,916.0,N/A,,2023-02-24T00:00:00,2023-03-14,SINGLE RESIDENTIAL DWELLING,,1140000.0
30 Clermont Street,Fisher,2611,N/A,N/A,N/A,N/A,N/A,N/A,892.0,N/A,,2023-01-04T00:00:00,2023-03-10,SINGLE RESIDENTIAL DWELLING,,0.0
137 Kalgoorlie Crescent,Fisher,2611,N/A,N/A,N/A,N/A,N/A,N/A,816.0,N/A,,2022-10-02T00:00:00,2023-03-09,SINGLE RESIDENTIAL DWELLING,,0.0
1 Folingsby Street,Weston,2611,HOUSE,,0.5,4,2,2,761.0,Bertram Ellis,2022-11-11T00:00:00,2023-01-30T00:00:00,2023-03-09,SINGLE RESIDENTIAL DWELLING,670000.0,1020000.0
18 Isherwood Street,Weston,2611,TOWNHOUSE,245,5,4,2,2,,Blackshaw Weston Creek & Molonglo,2022-11-03T00:00:00,2023-03-09T00:00:00,,,550000.0,1045000.0
16 Gruner Street,Weston,2611,N/A,N/A,N/A,N/A,N/A,N/A,693.0,N/A,,2022-06-20T00:00:00,2023-03-09,SINGLE RESIDENTIAL DWELLING,,0.0
3 Dolly McGrath Street,Duffy,2611,N/A,N/A,N/A,N/A,N/A,N/A,2250.0,N/A,,2022-12-02T00:00:00,2023-03-07,SINGLE RESIDENTIAL DWELLING,,2185000.0
84 Spowers Circuit,Holder,2611,N/A,N/A,N/A,N/A,N/A,N/A,694.0,N/A,,2022-09-09T00:00:00,2023-03-07,SINGLE RESIDENTIAL DWELLING,,0.0
3 Algan Street,Waramanga,2611,HOUSE,153,1,4,2,1,693.0,Independent Tuggeranong,2023-02-16T00:00:00,2023-03-07T00:00:00,,,654000.0,1010000.0
15/1 Bellette Street,Weston,2611,TOWNHOUSE,137,5,3,2,2,,LJ Hooker Belconnen,2023-02-08T00:00:00,2023-03-04T00:00:00,,,,885000.0
9 Bunny Street,Weston,2611,HOUSE,191,1,5,3,2,,The Property Collective,2023-01-25T00:00:00,2023-03-03T00:00:00,,,730000.0,1125000.0
80 Eucumbene Drive,Duffy,2611,HOUSE,337,3.5,4,3,2,878.0,Independent Woden,2022-10-20T00:00:00,2022-11-12T00:00:00,2023-03-03,SINGLE RESIDENTIAL DWELLING,923000.0,2020000.0
5 Ligar Place,Holder,2611,N/A,N/A,N/A,N/A,N/A,N/A,753.0,N/A,,2023-01-27T00:00:00,2023-03-02,SINGLE RESIDENTIAL DWELLING,,869000.0
12 Cobar Place,Fisher,2611,N/A,N/A,N/A,N/A,N/A,N/A,1947.0,N/A,,2023-01-25T00:00:00,2023-03-02,SINGLE RESIDENTIAL DWELLING,,1500000.0
34/121 Streeton Drive,Stirling,2611,N/A,N/A,N/A,N/A,N/A,N/A,28761.0,N/A,,2023-01-22T00:00:00,2023-03-01,MULTIPLE UNIT DWELLING,,0.0
1/16 Musgrove Street,Chapman,2611,TOWNHOUSE,190,6,4,2,2,1114.0,HIVE Property,2022-08-25T00:00:00,2022-12-15T00:00:00,2023-02-28,MULTIPLE UNIT DWELLING,,1275000.0
3/16 Musgrove Street,Chapman,2611,TOWNHOUSE,,6,3,2,2,1114.0,HIVE Property,2022-10-27T00:00:00,2022-11-29T00:00:00,2023-02-28,MULTIPLE UNIT DWELLING,,1016000.0
27 Tauchert Street,Chapman,2611,HOUSE,,2,4,3,2,860.0,HIVE Property,2023-01-18T00:00:00,2023-02-28T00:00:00,,,723000.0,1580000.0
27 Cordeaux Street,Duffy,2611,N/A,N/A,N/A,N/A,N/A,N/A,685.0,N/A,,2022-11-10T00:00:00,2023-02-28,SINGLE RESIDENTIAL DWELLING,,135000.0
7 Doyle Terrace,Chapman,2611,HOUSE,,3,4,2,2,1015.0,HIVE Property,2022-11-25T00:00:00,2023-02-06T00:00:00,2023-02-28,SINGLE RESIDENTIAL DWELLING,848000.0,1345000.0
60 Spowers Circuit,Holder,2611,N/A,N/A,N/A,N/A,N/A,N/A,748.0,N/A,,2021-06-17T00:00:00,2023-02-27,SINGLE RESIDENTIAL DWELLING,,0.0
12 Burdekin Street,Duffy,2611,N/A,N/A,N/A,N/A,N/A,N/A,805.0,N/A,,2022-12-20T00:00:00,2023-02-27,SINGLE RESIDENTIAL DWELLING,,840000.0
23 Marlock Street,Rivett,2611,HOUSE,0,4,3,1,3,673.0,LJ Hooker Woden/Weston,2022-08-04T00:00:00,2022-11-23T00:00:00,2023-02-27,SINGLE RESIDENTIAL DWELLING,648000.0,840000.0
16 Tiwi Place,Waramanga,2611,HOUSE,,1.5,4,2,2,926.0,Independent Woden,2022-12-01T00:00:00,2023-01-20T00:00:00,2023-02-27,SINGLE RESIDENTIAL DWELLING,677000.0,960000.0
153 Nemarang Crescent,Waramanga,2611,HOUSE,,1,4,2,2,850.0,VERV Property,2022-08-03T00:00:00,2023-01-18T00:00:00,2023-02-27,SINGLE RESIDENTIAL DWELLING,632000.0,1005000.0
46 Doyle Terrace,Chapman,2611,HOUSE,,2,4,2,2,1095.0,Blackshaw Manuka,2023-02-02T00:00:00,2023-02-25T00:00:00,,,952000.0,1410000.0
5/5 Hyndes Crescent,Holder,2611,N/A,N/A,N/A,N/A,N/A,N/A,9995.0,N/A,,2022-12-20T00:00:00,2023-02-23,MULTIPLE UNIT DWELLING,,430000.0
12 Sheaffe Street,Holder,2611,HOUSE,,1,4,3,3,696.0,Red Brick Properties,2022-11-08T00:00:00,2023-01-16T00:00:00,2023-02-22,SINGLE RESIDENTIAL DWELLING,608000.0,960000.0
2/16 Musgrove Street,Chapman,2611,N/A,N/A,N/A,N/A,N/A,N/A,1114.0,N/A,,2022-10-21T00:00:00,2023-02-22,MULTIPLE UNIT DWELLING,,910000.0
11/5 Tristania Street,Rivett,2611,N/A,N/A,N/A,N/A,N/A,N/A,10408.0,N/A,,2020-01-20T00:00:00,2023-02-21,MULTIPLE UNIT DWELLING,,420000.0
8 Burgan Place,Rivett,2611,N/A,N/A,N/A,N/A,N/A,N/A,814.0,N/A,,2023-01-13T00:00:00,2023-02-21,SINGLE RESIDENTIAL DWELLING,,880000.0
7/25 Damala Street,Waramanga,2611,N/A,N/A,N/A,N/A,N/A,N/A,2912.0,N/A,,2022-11-25T00:00:00,2023-02-21,MULTIPLE UNIT DWELLING,,0.0
2 Norrish Place,Stirling,2611,HOUSE,181,2.5,4,2,2,949.0,Agent Team Canberra,2023-01-12T00:00:00,2023-01-16T00:00:00,2023-02-20,SINGLE RESIDENTIAL DWELLING,773000.0,1265000.0
4 Pelham Place,Chapman,2611,HOUSE,234,4,4,2,4,1701.0,Belle Property Canberra,2023-01-19T00:00:00,2023-02-18T00:00:00,,,839000.0,1560000.0
23 Rossarden Street,Fisher,2611,HOUSE,139,2,3,1,2,689.0,Blackshaw Woden,2023-02-02T00:00:00,2023-02-17T00:00:00,,,672000.0,1000000.0
11/9 Tristania Street,Rivett,2611,TOWNHOUSE,137,4,3,2,2,13397.0,Luton Properties Weston Creek and Molonglo Valley,2022-11-10T00:00:00,2023-01-11T00:00:00,2023-02-16,MULTIPLE UNIT DWELLING,,790000.0
135 Kalgoorlie Crescent,Fisher,2611,HOUSE,112,0.5,3,1,0,814.0,Hayman Partners,2023-02-02T00:00:00,2023-02-14T00:00:00,,,730000.0,790000.0
1/2 Morrell Place,Rivett,2611,DUPLEX,164,6,4,2,2,,Bastion Property Group,2023-01-20T00:00:00,2023-02-11T00:00:00,,,,1130000.0
11/5 Tristania Street,Rivett,2611,APARTMENT,65,1,2,1,1,10408.0,Belle Property Canberra,2022-09-08T00:00:00,2022-10-08T00:00:00,2023-02-10,MULTIPLE UNIT DWELLING,,617000.0
21 Cordeaux Street,Duffy,2611,HOUSE,,1.5,4,1,1,715.0,Michael Potter Real Estate,2022-11-17T00:00:00,2022-12-20T00:00:00,2023-02-10,SINGLE RESIDENTIAL DWELLING,785000.0,785000.0
3 Maranboy Street,Fisher,2611,N/A,N/A,N/A,N/A,N/A,N/A,755.0,N/A,,2019-02-18T00:00:00,2023-02-10,SINGLE RESIDENTIAL DWELLING,,610000.0
25 Carbeen Street,Rivett,2611,N/A,N/A,N/A,N/A,N/A,N/A,832.0,N/A,,2022-12-06T00:00:00,2023-02-10,SINGLE RESIDENTIAL DWELLING,,525634.0
21 Cordeaux Street,Duffy,2611,N/A,N/A,N/A,N/A,N/A,N/A,715.0,N/A,,2022-06-13T00:00:00,2023-02-10,SINGLE RESIDENTIAL DWELLING,,0.0
88 Nemarang Crescent,Waramanga,2611,HOUSE,180,1,4,2,4,1193.0,Hayman Partners,2022-11-17T00:00:00,2022-12-02T00:00:00,2023-02-09,SINGLE RESIDENTIAL DWELLING,717000.0,1185000.0
7 Serpentine Street,Duffy,2611,HOUSE,206,3,3,2,3,725.0,My Morris,2022-11-03T00:00:00,2022-11-24T00:00:00,2023-02-09,SINGLE RESIDENTIAL DWELLING,622000.0,1100000.0
